UserID,cenario,ItemAcom0,ItemAcom3,ItemAcom5,ItemAcom6,ItemAcom8,ItemAcom9,ItemAAva2,ItemIcus0,ItemIcus1,ItemIcus3,ItemIcus9,ItemIrol8,ItemSrel0,ItemSrel1,ItemSrel9,ItemSsoc7,ItemSsoc8,ItemSsoc9,ItemStra2,realizacao,imersao,social
<<<<<<< HEAD
d4ab7d96,gamificado,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,4.857142857142857,4.8,4.428571428571429
=======
d4ab7d96,não gamificado,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,4.857142857142857,4.8,4.428571428571429
>>>>>>> d6e18042f644ae6d08db0e97f1ba06b9a56c5bd8
